text,label
"NOTE: Although the call is offered to the subscriber, she cannot accept the call as long as she has one active call and one call on hold.",2
Invocation of Barring of Incoming Calls takes precedence over invocation o.,0
Calling line identification presentation Barring of all incoming calls.,0
"If no response is received to this call before the expiry of the No Reply Condition timer, then the call forwarding on no reply service becomes invoked and the call is forwarded as per that call forwarding on no reply service description.",0
The encoding of the field is dependent of the value of the DL_COVERAGE_CLASS and UL_COVERAGE_CLASS fields in the same message.,2
As the SS will send one DL SDU every 20 ms then the UE test loop function will return 2 UL SDUs per uplink TTI.,0
3gp was delivered to an MBMS client.,0
It represents all IOCs listed in the Note under the UML diagram.,2
Each result may include the text token that the value will correspond to tokens as defined by the SRGS grammar.,0
Examples for requesting contiguous and non-contiguous ranges of symbols and source blocks or even entire files or group of files are given below www.example.com/news/latest.,0
"Channel Coding and Interleaving Organization for control channels except PACCH, EC-BCCH, EC-SCH, EC-CCCH and EC-PACCH.",2
"In each box, the last line indicates the subclause defining the function.",2
"M denotes the number of blind physical layer transmissions, see subclause and for the downlink and uplink respectively.",2
There are no requirements related to handover for cell broadcast.,2
This clause discusses support for continuity of emergency session upon registration failure.,2
It identifies the streaming connection from which the reporting streams are being removed.,2
"For network without DTM there will, during CS registration, be no registration in the PS domain within the shared target network networks of the sharing operators otherwise users will become CS/PS uncoordinated.",0
This should be done both for the downlink and for the uplink.,2
The scenarios discussed above can be divided into two categories based on the number of simultaneously active subscriptions per user equipment configuration.,2
"In Release 4, the support of logical channels on the UICC enables multiple USIM activation, however, for any registered UICC it is assumed that only one SIM/USIM can be active at any given time.",2
"This indicates whether the UE supports logged measurements in Idle mode, indicates whether the UE supports the logicalChannelSR-ProhibitTimer as defined in specification document, indicates whether the UE supports Long DRX Command MAC Control Element Indicates whether the UE supports LTE-WLAN Aggregation (LWA).",2
A UE indicating support for logged measurements for MBSFN shall also indicate support for logged measurements in Idle mode.,0
The KMS based solution specified here also solves the so called forking cannot be recreated by any other end-point (except for the initiator) and in particular not any other end-point to which the call was forked.,0
"Now the HPUE for many bands in LTE, e.g., Band 38, Band 40, Band 41 and Band 42 have been completed.",2
Else the first TF defined in the Transport Format Set for the transport channel is used.,2
"Note: In certain regions, the adjacent channel power (the RRC filtered mean power centered on an adjacent channel frequency) shall be less than or the ACLR limit, whichever is the higher.",2
The measurement result in step 1 of shall not be less than the ACLR limit specified in tables 3.,2
"If an anchor MSC supporting talker priorities receives an Emergency Reset MSC resets the emergency mode, sends Emergency Reset Command messages to all BSCs involved in the call and connected to the anchor MSC, and Forward Group Call Signalling messages indicating ""emergency reset command"" to all relay MSCs.",0
"Additional Info messages to all BSCs involved in the call and connected to this relay MSC, and Forward Group Call Signalling messages with the additional info to all relay MSCs.",2
"If ""additional information"" is available, the relay MSC sends VGCS.",0
"The flows related with session set-up, modification and release are not modified apart from the flows related with the handling an incoming session by an I-CSCF.",0
The procedure for administrative Network Initiated De-registration is as the procedure is not initiated by the HSS but by the WUDB Flows related with the session set-up.,0
The eP CSCF releases all registration information regarding this specific registration of the Public User Identity after sending information flow.,0
"In this case, there are two bursts, one is MBSFN Traffic burst (MT burst) for 7 normal timeslots, and the other is MBSFN Special burst (MS burst) for field, the lengths of which are different for the individual bursts.",2
Burst structure of the traffic burst format (GP denotes the guard period and CP the chip periods) a Dedicated carrier MBSFN Burst Format.,0
The Service Provider shall be able to withdraw profiles.,0
ASR vendors start tests.,2
"The format of the random access message at the data link layer consists of Handling of frames with parameter errors in the address, control and length.",1
Network (PLMN) information specific to the PLMN in order to deal with the specific behaviour of roaming Mobile Stations (MS)s.,0
The number of UFPS/carriers reported is determined by the space available in the reporting message.,2
The ACTIVATION_PARTLY_REALISED state should be re-entered instead.,0
"If the AF resides in the VPLMN, the V-PCRF proxies AF session signalling over S9 between the V-AF and the H-PCRF.",1
The V-PCRF proxies the STA to the V-AF 1.,0
NOTE: For steps 16 and 17: the details associated with the Sp relation to existing subscriber databases is not specified in this document.,2
The H-PCRF responds by sending an STA to the V-PCRF.,0
The V-PCRF proxies the ASA to the H-PCRF.,0
The V-AF responds by sending an ASA to the V-PCRF.,0
The H-PCRF indicates the session abort to the V-AF in VPLMN by sending an ASR to the V-PCRF The V-PCRF proxies the ASR to the V-AF.,1
"For each AF session identified in step 6 as bound to the IP-CAN Session being removed, steps are executed,",2
"In order to perform PCEF initiated IP-CAN Session Termination Procedures, follow step 1 through step 9.",2
AF located in the VPLMN clause is applicable only for the Visited Access scenario for the case when an IP-CAN Session is being released by the PCEF and the AF is located.,0
It can consist of separate requests for each IP-CAN Bearer within an IP-CAN Session Gateway Control Session Termination procedure.,0
"First kind of RRC connection can be used to evaluate service accessibility across UTRAN, second one can be used to evaluate RNC or cell admission capacity for UE and/or system load.",0
"The O MGCF may also provide local configuration data, corresponding to the SIP early dialog of field that authorizes backward early media; or 2) without the P-Early-Media header field or with the P-Early-Media header field that does not authorize backward early media (the received em-param(s) in the P-Early-Media header field includes ""inactive"" or ""recvonly""), the O-MGCF may either - refrain from reconfiguring the IM-MGW; or - use the Configure IMS Resources procedure (signals 14 and 15 in i) the O-MGCF may compare the selected local codecs of the different dialogs (which the O-MGCF selects due to the received SDP answer and local configuration data).",0
Location Information For GPRS includes the following information elements.,2
The selected operator name format shall apply to further read commands (+COPS?) also.,2
"The echo loss (EL) presented by the 3G, LTE, NR or WLAN network at the POI should be sufficient during single-talk.",2
Link Local Usage: Yes The assigned multicast address will be contained in the header of FLUTE describes the properties of MBMS services targeted to ROM devices.,0
"For this initial study, linearised GMSK pulse shaping is assumed.",2
Studying different bandwidths is of greater importance because it might be necessary to limit the higher symbol rate as greater adjacent channel interference might have more impact on legacy mobiles unlike HUGE where most networks are expected to cope with the higher interference using diversity reception.,0
The information bit data shall be pseudo random and not repeated before 10 different information bit payload blocks are processed.,2
The special synchronization frame preceded by the three encoder-homing frames are given in SEQSYNC.INP.,0
"A second encoder known at that stage, three encoder-homing-frames have to precede the special synchronization frame to ensure that the encoder reads at least two homing frames, and at least one decoder-homing-frame is produced.",0
This pattern is repeated .,2
Subtract 7dB when using the IMB DL reference measurement channel.,0
The O MGCF may also provide an IP address and port source filter that disallows backward early media from other early dialogs without an early media authorization in order to prevent that such unauthorized backward early media interfere with the authorized.,2
When the VGCS/ VBS calling service subscriber is in the Relay MSC area the MAP_SEND_GROUP_CALL_END_SIGNAL indicates that at least the downlink channel in the originating cell is established.,0
"When the old TMSI is no longer valid, it is removed from the database B.",1
"In either case the ciphering key shall not be changed as between ciphering algorithms requiring different key lengths, i.e 64 or SACCH shall be able to decode both ciphered and not-ciphered SACCH blocks (see sub-clause a).",1
If body loss is increased to 12 dB (6 dB per UE) then the blocking requirements become -26 and -20 dBm for UMTS and GSM interferers respectively.,0
"To avoid IRPAgent to wait for an extended period of time that is objectionable to IRPManager, IRPAgent shall implement an IRPAgent wide timer configurable by administrator.",1
"For example if body loss of 6 dB is included (3 dB per UE) then the blocking requirements become -20 and -14 for UMTS and GSM interferers, respectively.",0
"The media can consist of favourable songs, multimedia clips or other customized alerting tones.",0
"Not Known; MS not in GSM Coverage, Serving GANC for AP Known.",2
"When the source SRNC is ready, the source SRNC shall trigger the (SRNS Contexts) to the target RNC over the UTRAN Iur interface or over the GERAN Iur-g interface, respectively.",0
"Before the serving RNC role is not yet taken over by target RNC and when downlink user plane data starts to arrive to target RNC, the target RNC may buffer or discard arriving downlink GTP-PDUs according to the related QoS profile 8) Before sending the Relocation Commit the uplink and downlink data transfer in the source, SRNC shall be suspended for RABs.",0
"Hence, target RNC may receive the UTRAN or GERAN Mobility Information Confirm message from MS (step 10) while data forwarding (step 8) is still underway, and before the new SGSN receives Update PDP Context Response message (step 11).",2
"For example, when RTP sample size is 20 ms, single redundancy is used and two RTP packets are missing during the last second, the frame loss A filter shall be applied to the frame loss ratio before comparing it with the threshold and hysteresis values according.",0
"Also, no basic operations (add, L_add, mac, etc.) or double precision extended the encoder and decoder are only visible as the functions reset_enc and reset_dec, respectively.",0
"The data is encoded between MSC-B/MGW-B (non-Anchor) and MSC-A/MGW-A (Anchor) as for the TDM case - the CLEARMODE payload type, see IETF RFC 4040 , within RTP/IP if SIP-I over Nc is deployed in the CN.",2
" If the initial delivery of the BSSAP+-IMSI-DETACH-INDICATION Procedures is in the SGSN Explicit IMSI detach initiation NULL state, it shall check the detach type indicated.",0
In order to achieve this the SGSN shall attempt to inform the VLR about the detach event by using a retry scheme.,2
"For the purposes of the present document, the abbreviations given in defined in the present document takes precedence over the definition of the CORBA Common Object Request Broker Architecture.",2
Service Delivery End TimeOC is a parameter that contains the milliseconds Stamp Fraction fraction in relation to the Service.,0
"If the Primary CCPCH RSCP Delta IE is not included and the Primary CCPCH RSCP IE is included, the DRNS shall assume that the reported value is in the non-negative range as per specification document , and the value is equal to the Primary CCPCH RSCP IE.",0
The UE shall set the authenticator and SPI fields of the of the Mobile-Home authentication extension to the MN-HA key and associated MN-HA-SPI.,2
If the UE already knows the IP address of the HA (e.g when the HA address is pre-configured) the UE shall include that IP address in the Home Agent.,1
"If the UE does not know the IP address of the HA, the UE shall include the unspecified address in the Home Agent field connection to an additional PDN is desired.",1
The UE shall include the APN of maintenance of its registered mobility binding is desired.,1
Agent Advertisement shall include only the Mobility Agent Advertisemen.,0
"The UE shall re register before the expiration of the lifetime of the registration as multiple PDNs, the UE shall re-register all mobility bindings perform the validity checks and process the message as specified in extension and, if present, the Mobile-Foreign Authentication extension home address and may send data using the home address.",1
The UE shall also include the Mobile-Foreign Authentication extension authenticator and SPI fields of the of the Mobile-Foreign authentication extension to the MN-FA key and associated MN-FA-SPI generated as described.,0
The UE shall also include the NAI extension.,2
"As part of MIPv4 security, the UE shall include the Mobile-Home.",0
Reference source not PAR of LinGMSK has been applied to all pulse shapes.,0
CELL_DCH measurement OP CELL_DCH REL-9 occasion info LCR measureme.,2
A SIP 180 (Ringing) response to SIP INVITE request was received from remote UE in at least one of those early dialogs c.,0
For non-standalone case either the NR or the E-UTRA radio access acts as the master anchor node.,0
During the transient period there are no additional requirements on UE transmit power beyond what is required and maximum output power observed over a period of at least one timeslot.,0
This emulates the user depressing the touch screen at location the touch device to the new location.,2
If the UE transmits an OTDOAProvideLocationInformation IE including the rstd field for Cell 1 (with respect to Cell 3) and Cell 2 (with respect to Cell 3) and Cell 4 (with respect to Cell 3) within the response time then the number of successful tests is increased by one.,0
"For Test 2 the UE shall perform and report the RSTD measurements for Cell 1 with respect to the reference cell in the OTDOA assistance data, Cell 3 and also Cell 2 with respect to the reference cell in the OTDOA assistance data, Cell 3 and also Cell 4 with respect to the reference cell in the OTDOA assistance data.",2
All packet data traffic channels are uni-directional.,0
If the UE fails to report the OTDOAProvideLocationInformation IE with the rstd field included within the response time then the number of failure tests is increased by one.,0
This field could be needed O 132 2 PayloadLength = Length of the payload following the CC-header in octets.,2
The LCLS Configuration Change Result contains information sent in the backward direction to indicate result of the LCLS Configuration Change Request.,0
The paired and unpaired bands for the three Band Categories are shown in GSM/EDGE band designations.,2
There is no impact to the SIP protocol or IMS procedures regarding this service due to introduction of ICS.,0
"Unfortunately conventional minimally invasive surgery using laparoscopic instruments transplant in morbidly obese patients due to the high complexity of the freedom which results in loss of depth perception, lower natural hand-eye coordination and dexterity.",2
"For the purpose of defining the MSR BS requirements, the operating bands are divided into three band categories as follows - Band Category 1 (BC1): Bands for E-UTRA FDD and UTRA FDD operation - Band Category 2 (BC2): Bands for E-UTRA FDD, UTRA FDD and GSM/EDGE - Band Category 3 (BC3): Bands for E-UTRA TDD and UTRA TDD operation.",2
"The calling party responds to the 200 (OK) response with an ACK 1 INVITE request (UE#1 to P-CSCF#1)-indicates that it supports and is willing to use AVP transport for the video stream and AVP transport for the audio stream As SIP UA#2 does not support preconditions, UE#1 does not include preconditions in the SDP As SIP UA#2 does not have resources for video stream, the video stream is indicated as ""inactive"".",0
The originating UE sets up the bearer for audio stream in accordance with the media description received SDP.,0
The Warning Area is an optional information element.,2
"When the AS acts as B2BUA, the incoming session is identified.",0
GPL-SA life time is the expiry time of the GPL-SA.,0
"A cipher suite shall consist of one integrity protection algorithm, one encryption algorithm, and one key derivation algorithm.",1
This parameter indicates the usage of each positioning method that was successfully attempted to determine the location estimate.,2
It may be included in the message only if the access network is GERAN.,2
In addition based on the value of the last component of the 16 dimensional LSF vector only part of the first stage codebook is searched.,2
"Private spaces can be localized instantly in case of need, to be able to take the equipment within the minimum possible amount of time to an emergency scene.",2
The V2XControlFunctionAddress leaf indicates the V2X control function.,0
"By limiting the maximum number of time slots, carrying modulation types other than GMSK being simultaneously allowed on the BCCH carrier, and/or carefully selecting the values of involved network parameters, the impact on the above mentioned procedures may be minimised.",2
The center frequency of the filters shall be stepped in contiguous steps over the frequency bands.,0
"The ranges of barometric pressure, temperature and humidity represent the laboratory.",0
"CRRN1: The currently selected EF of the calling application shall be invalidated, i.e the flag in the EF file status shall be changed ",2
"CRRC1: If the calling application has currently no EF selected, the status word NO_EF_SELECTED shall be returned.",1
"CRRC5: If the entry point call causes an error to occur that is not expected and thus not handled, the status word INTERNAL_ERROR shall be returned.",1
"CRRC3: If the currently selected EF is already invalidated, the status word INVALIDATION_STATUS_CONTRADICTION shall be returned access error.",1
"CRRC2: If the calling application does not ulfil the access condition INVALIDATE, the status word AC_NOT_FULFILLED shall be returned.",1
The entry point with the following header shall be compliant to its definition in the API.,1
"Multimedia Record Context Model: If it is to record one party, only the input stream of the party is recorded.",1
"In this case, necessary bits for the PFSC encoding for the band is extracted from the bit budget for TCQ.",0
A new P-TMSI may be allocated.,2
A Scheduling Information is reported independently on each of the Activate.,2
"In addition, the RRC may restrict applicability for logical channels.",0
"Since both call processing and media handling is now acknowledged, the call routing can stream the media application is triggered including the media stream in the mediaStreamAllow list.",1
This sequence illustrates how an application can block the establishment of for reception of callbacks that use video.,2
"The target UE discovery procedures include the registration status (active inactive), and the UE capabilities (e.g support of audio/video formats Controller UE capability, etc.) registered public user identities and their capability information, the SC UEs that is manually administered by the user and stored locally in implementation in the UE and has no impact on the standards public user identities as the SC UE, or if the SC UE was unable to obtain the capability information of the UE through the use of reg to attempt to retrieve capability information.",0
The limits used in the existing specifications are also completely aligned today.,2
In 3GPP specification document the IEI definition is message dependent.,2
The RRC signaling message parameters defining the CORESET as per 3GPP specification 331 is shown below.,2
"When DIMS content is supplied in 3GP files which are identified by MIME, DIMS content is present.",0
The soft memory is partitioned across the HARQ UTRAN should take into account the UE soft memory capability when configuring the different transport formats (including possibly multiple redundancy versions for the same effective code rate) and when selecting transport formats for transmission and retransmission.,0
Inter-connecting MSC provides CAMEL support for incoming trunk.,0
Location Information indicates the location of the Mobile Station.,0
It interfaces with the gsmSCF and with variations defined in the present document.,2
IEIs for information elements are used in the container.,0
"If no activation mode is specified for the validate operation, it cannot be specified for the preactivation or activation.",0
A serving cell change similar to the one shown in Figure 1 is possible for Eight Carrier HSDPA operation.,0
The DRX status is common for all serving HS-DSCH cells.,0
"However, in NR both frequency region and time domain region can be defined by RRC signaling.",2
The AVP transport is offered for the audio stream and the video stream in initial INVITE request.,0
If configuration for integrity protection is turned on then all XML MIME bodies in SIP requests and responses are integrity protected.,1
The tonality values are calculated and stored similarly to the patching of the subband channels in the high frequency reconstruction modules in the decoder.,0
"Since the subband signals are complex valued, this results in complex filter coefficients for the linear prediction.",0
"Also, the victims were able to easily reach their families (using their own UEs), reducing the anxiety and stress of the victims, and the (existing) wireless video surveillance cameras in the area were able to capture all the details of the MCI event.",0
The targeted area may be smaller than the coverage area of a regional and national regulatory requirements.,0
Notice finally one point where special care shall be taken - A small degradation (i.e +/- 1) of DLB (the third decision level of the LTP gain quantizer is unable to provide any noticeable effect on the output of the four sequences described above).,0
Five different input test sequence are provided for this configuration.,0
Each tested error is described and the frame number corresponding to the first during the processing of the three previous sequences; the table shows which condition leads to each path and the number of associated occurrences.,0
"The location of PBCH DM-RS depends upon PCI (v = NIDcell mod 4) of the cell (PCI is already determined by the UE using PSS/SSS) OFDM symbol number ‘l’ relative to the start of an SSB relative to the start of an SSB PBCH Payload Generation and other processing information Layer-1, after receiving the BCH data (2bits), appends Eight additional timing related bits to generate PBCH payload bits (3bits) A 2bit CRC is appended to the PBCH payload which yields 5bits in total These 5bits would result in 51bits after channel coding (Polar coding) which then becomes 86bits after rate matching.",0
Four sequences obtained in configuration 1 at the output of the encoder (coded parameters) are used as input for the decoder under test in sequence SEQ01/SEQ01H for this configuration.,2
SS sends uplink scheduling information for each UL HARQ process via PDCCH DCI format 0_1 for C_RNTI to schedule the UL RMC  on both PCC and SCC.,1
Sequence SEQ05/SEQ05H is provided to scan all possible codes for each parameter.,0
SEQ0INP contains one encoder-homing-frame.,0
The SS sends downlink MAC padding bits on the DL RMC.,0
"The UE shall not transmit any MEASUREMENT REPORT messages, which pertain to measurement readings for cells listed in the IE ""inter-frequency cell info list"" in System.",0
"In the case that the BM-SC repeats MBMS sessions (send multiple time identical content), the MBMS service Id and MBMS session Id is used to identify specific MBMS service and session.",0
The UE may also indicate that it supports concurrent 1xRTT and HRPD capability.,0
The UE identifies Implicit MBMS RB release if it detects that the RB is not present in the MBMS SERVICE INFORMATION.,0
A mobile allocation or reference frequency list received as part of this until all of the TBFs belonging to the MS are terminated.,2
For TDD BS with common RX and TX antenna port the requirement applies during the Transmitter OFF period.,0
"If the mobile station supports Downlink Dual Carrier, this message may be sent using extended RLC/MAC control message segmentation.",0
No additional security mechanism is defined.,2
"The test shall be performed when both TX and RX are on, with the TX port.",0
"For the purposes of the present document, the abbreviations given in present document takes precedence over the definition of the same BSF.",2
"The charge indicator is derived from the information contained within the ISUP ""backward call indicator"" and may be used to node.",0
"The physical channels carrying the same physical channel data stream are combined in the UE receiver, excluding the pilot, and in some cases the TPC bits.",2
"The only difference between the cells is the actual codes, and these codes correspond to the same spreading factor.",0
"For E-UTRAN FDD-UTRAN FDD measurements with autonomous gaps, for shall also perform radio link monitoring.",0
"In order to produce this data performance measurements are executed in the NEs, which comprise the network.",2
"For the Indication Flags, the combination (SGW Change Indication, Idle mode signalling Activation Indication) = 1, 1 shall be considered as an error if received.",0
This message includes a DETACH REQUEST message with DIRECT TRANSFER message or message when the UE is in UTRA idle end state (U1) and this is the first message.,2
This message includes an IMSI CONNECTION RELEASE COMPLETE COMPLETE.,2
This requirement shall be applied to both out-of-sync evaluation and in-sync evaluation of the PCell.,2
The UE under test shall not be continuously scheduled to ensure that it operates in DRX when the reselection is being performed.,1
DIRECT TRANSFER message or message when the UE is in UTRA idle end state (U1) and this is the first message.,2
"If the BS is configured for single-band operation, single-band requirements shall apply to the antenna connector configured for single band operation and no exclusions or provisions for multi-band capable BS are applicable.",1
"In the case where multiple bands are mapped on separate antenna connectors, the - Single-band transmitter spurious emissions, operating band unwanted emissions, ACLR, transmitter intermodulation and receiver spurious emissions requirements apply to each antenna connector.",1
"The simulation parameters largely follow the assumption in , with the following specific parameters.",0
Note that the GANC function supporting A/Gb interfaces to the Core Network with A/Gb-mode-only.,2
A GANC implementation may simultaneously support both A/Gb mode and Iu mode GAN operation.,1
The main features of the Iu mode GAN architecture are Entities with enhanced functionality.,0
The Iu-mode Generic Access Network functional architecture is illustrated.,0
"This aims to support functional aliases for private video calls, for video emergency calls and private video calls using pull or push.",0
Scenarios when multiple users share the same functional alias are is initiating an MCVideo private call for communicating with another MCVideo user in automatic commencement mode.,1
"Optionally, the MCVideo client 1 and MCVideo client 2 may have an activated functional alias to be used.",2
User at MCVideo client 1 would like to initiate an MCVideo private MCVideo client 1 sends an MCVideo private call request towards the MCVideo server.,2
The HeNB is free to use its maximum transmit power or apply pre-set parameterized value based on the requirement of operator.,1
HeNB should adjust the downlink transmit power by taking into account the path loss between the HeNB and an outdoor neighbor MUE including penetration loss in order to provide better interference mitigation for the MUE while maintaining good HeNB coverage for HUEs.,1
"HeNB should set the transmit power of reference signal P_tx as follows P_tx (dBm) = MEDIAN\(P_m + P_offset, P_tx_upp, P_tx_low\).",1
"In an actual network deployment where there are expected to be mixed class 2 and class 3 devices, they will operate on the same channel.",1
The file server performs the file download.,0
The receiving layer 3 entity shall reassemble any segmented APDU before detect possible loss of APDU segments.,1
The HeNB initiates the file download using transport protocol inferred from the URL argument of the Download method.,1
"or as tel (NOTE 2) Odd/even indicator: set as required Nature of address indicator: Analyse the information contained in received E.164 If CC is country code of the network in which the next hop terminates, then set Nature of Address indicator to If CC is not the country code of the network in which the next hop terminates, then set Nature of Address indicator.",0
"The present document requires for the ""log"" discriminator construct the same criteria as for the EFD discriminator All scan report notifications that pass the discriminator construct of the ""log"" will create a ""scanReportRecord"" object which is contained in the log.",2
This leaf node indicates hang timer for private calls.,1
The result of the application verification process is presented to the rest of the CLI runtime environment before program execution.,0
The length of this element content is two octets.,0
Only the coding of the content is in the scope of the present document.,0
"The I-CSCF or the S-CSCF respectively, continues by querying the selected HSS.",2
The last APPLICATION INFORMATION message shall flag as provided by the sending application.,0
"TS Message size OC holds the length of the user data part of the SM, and corresponds to the TP-User-Data-Length (TP-UDL).",0
"The value of C2 for the MS is not lower than the value of C2 for any suitable cell in another registration area of an equivalent PLMN by more than the hysteresis value CRH Instead of the parameter C2, a GPRS MS applies the corresponding GPRS An MS supporting SoLSA with SoLSA subscription shall use the SoLSA cell re Registration is not performed by MSs only capable of services.",0
The S-CSCF shall insert the SCC AS in the IMS session path using originating initial filter criteria.,0
"If subscription is established using attach_pull, there is no SS equivalent method.",0
Between 300 bps and 1 kbps net bit rate of data may be contained in this uplink stream on one 16kbps Abis/Ater link.,0
"The UE provides an indication that the user has joined at least one MBMS service and the PS Domain specific IDNNS (the message that would carry this information is FFS) whenever an Iu-cs connection is established and the UE is PMM idle (that is there is no Iu-ps connection), The RNC requests the MBMS services the UE has joined from the SGSN (or the SGSN the UE is attached to in case of Iu-flex) using a connectionless procedure.",0
"There may be temporary conditions under which not all these are fully reselecting another cell or, in case EC operation is enabled, when none of the criteria triggering neighbour cell measurements are fulfilled.",0
The modification of the F1 UE context can be initiated by either gNB-CU or gNB-DU.,0
"Message ReferenceM holds the identity used to identify an SM in the SMS node associated with entity that submitted it, and corresponds to the TP-Message-Reference (TP-MR)",0
The EFR error patterns are different from those for AMR channels.,0
"The establishment of the F1 UE context is initiated by the gNB-CU and accepted or rejected by the gNB-DU based on admission control criteria (e.g., resource not available).",0
The SS uses the reset MS positioning stored information procedure to command the MS to reset the already acquired MS POSITIONING information in preparation for subsequent test procedures.,0
The BTS shall resume normal operation.,2
"To support Msg3 based on-demand SI, the gNB CU can confirm the received SI request from the UE by including the UE identity, and command the gNB-DU to broadcast the requested other SIs F1 UE context management function.",0
The F1 UE context management function supports the establishment and modification of the necessary overall UE context.,0
"It further specifies the structure and content of the CDRs for offline charging, and the charging events for online charging.",2
"In the above example, the network operator has chosen not to allow pre emption.",2
The network releases the lowest-priority call and seizes the necessary resources that are required to set up the higher replace existing calls of the lowest priority.,0
Note that only one synchronisation status indication shall be given per radio link set T_RLFAILURE after receiving N_OUTSYNC_IND consecutive out-of-sync successive N_INSYNC_IND in-sync indications.,0
The measured total configured maximum output power PUMAX shall be within the following bounds with the tolerances TLOW(PCMAX) and THIGH(PCMAX) for applicable values of PCMAX.,0
The gNB-DU is responsible for the generation of the SystemInformation message,2
Spurious emissions are emissions at frequencies other than those of the BTS transmitter ARFCNs and adjacent frequencies.,2
This interface needs to consider the various MS Rx implementations and the Link to system interface.,2
FCI Billing Charging Characteristics contains the following information - FCIBCCCAMEL.,2
Sequence 1 contains the following information elements inserted in the CAMEL logical call record.,2
Experimental-Result shall be set to DIAMETER_ERROR_OPERATION_NOT_ALLOWED in the Sh-Pul.,1
E.C defines the secondary and subsequently ranked level settings including test tolerance to be applied on each cell.,1
This could imply an increase of the SID frame transmission rate when compared to the current situation.,2
Cell reselection takes CTS fixed part selection.,1
"The selected PLMN is one of the equivalent PLMNs the last successful LR was performed, and that cell has the highest value of C2 for any unbarred cell in that registration area.",0
Experimental-Result-Code shall be set to DIAMETER_ERROR_IDENTITIES_DONT_MATCH,1
This element may only be included if the DGANSS Corrections IE is included in the GANSS Generic Assistance Data element.,1
"To minimize the time taken to find new available PLMNs while maintaining battery life, discontinuous search schemes may be used.",0
"For UE that supports inter frequency detected set CPICH measurements, out of Ymeasurement intra cells on the indicated frequency, the UE shall be capable of measuring the CPICH of at least one detected set cell.",0
"The MS will normally enter a ""limited service state"" in which it will try to camp on an acceptable cell.",1
we assume the SIP transport is UDP Non-IMS interconnection network architecture.,0
The Target eNB is identified by the Corresponding RNC ID information contained in the Cell Identifier List IE.,1
"This assumption is the simplest one, but it does not guarantee integrity of distinguish the two possible cases case, integrity and confidentiality of messages exchanged between A domain A (such as P-Asserted-Identity) is not relevant because it may have been modified by attacker domain B;",1
"In particular, this outbound proxy applies all the possible measures to avoid UC being generated by UE.",2
"The P-CSCF identifies the requested service information (ICSI), the needed connection information (IP address of the down link IP flow(s), port numbers to be used, etc.) and the HPLMN the request needs to be routed 1 P-CSCF routes the request towards the HPLMN S-CSCF with the service requested, ICID and associated SDP offer.",1
No alignment tool is required.,2
GAA by other standardization bodies showed that some services can not make the assumption that the User Equipment (UE) has always the possibility to connect to the Bootstrapping Server Function (BSF).,1
The value shall be used for all cells in the test.,2
Prior to forwarding the request the S-CSCF shall 0A) if the dialog is related to an IMS communication service determine whether the contents of the request (e.g SDP media capabilities Content-Type header field) match the IMS communication service as received as the ICSI value in the P-Asserted-Service header field in the initial request.,1
The present version of the specification does not specify how the S-CSCF determines whether the UE supports both IPv6 and IPv4 addressing a dialog.,1
"The size of this NAS PDU means that it is worth setting the RRC receipt of the S-TMSI in the RRC Connection Request, can be used by the eNB is unlikely that the MME will download the security context to the eNB.",1
"Without the security context, handover cannot be performed.",1
"Any loss of radio efficiency needs to be determined but, it is believed that power control features would work correctly, and that low end devices would not deploy advanced/multi antenna features that need the download of the UE Radio Capabilities IE from the MME to the eNB.",0
The primitive Iu-UP-UNIT-DATA-REQUEST is invoked at regular intervals.,2
Regarding to the target deployment scenario where Transcoders are removed AoIP must support data and fax calls.,0
The AAL2 SSCS layer shall be supported for segmentation and re-assembly.,0
"Should the TSG modify the contents of the present document, it will be re-released by the TSG with an identifying change of release date and an increase in version x the first digit 1 presented to TSG for information.",2
EM configures the attribute(s) of the created MOI(s).,2
The MS shall start using the parameters as soon as they have been received.,2
The packet size can become quite large for some combinations of formats and packetization.,0
This message is sent by the RNC to inform the CN.,2
"The messages CLEAR CMD, CLEAR COM, etc., are used to release the radio and terrestrial resources for the cell not serving the talker.",1
Figure Allowed Concurrent Positioning Procedures.,2
"It shall then check the CCN_SUPPORTED parameter, if available, that was last received for that cell.",2
The ATCF decides to include itself for sessions created using this registration and forwards the SIP REGISTER request.,0
The TB success rate shall be sustained during at least 300 frames.,0
The authorized consumer requests the management service producer to create performance threshold monitoring for NSSI performance measurements.,1
The authorized consumer needs to create performance threshold monitoring for NSSI performance.,0
The test requirement for the relay backhaul link receiver intermodulation shall be the same as the minimum requirement.,0
Backhaul Link Receiver Intermodulation is a method of test for the relay backhaul link receiver intermodulation which applies to relay nodes.,0
This address is used for packet forwarding within the GGSN and for packet forwarding on the Intranet/ISP.,2
"If ""Higher bitrates than 16 Mbps flag"" is not included by RANAP (since the employed version of the RANAP protocol does not support this feature) the SGSN sets the corresponding flag in the MM Context of the UE.",0
The radio resource management features that are required for PS handover Dynamic Allocation of Radio Resources AnA/Gb mode cell may or may not support GPRS instance.,1
"The negotiation of whether multiplexing is applied and of the destination UDP port is described in sub plane connection, the BSS/MGW may apply multiplexing by sending all packets of the user plane connection (multiplexed with other user plane connections packets) towards the negotiated destination UDP port Transport without RTP multiplexing.",1
